Carat,Clarity,Color,Depth,Table,Price,Lab,Dealer
0.33,VS1,F,64.19999695,55,1031.6625,J,44
0.7,SI1,E,65.19999695,,3469.375,D,126
3.35,SI2,H,60.5,60,32256.6475,J,29
1.52,SI2,H,61.70000076,56,11126.4,J,125
0.53,SI1,H,59,61,1398.2725,none,15
1.04,SI2,E,62.5,59,7422.48,J,29
0.83,VS1,E,61.40000153,59,5670.56,J,29
1.02,SI1,E,62.40000153,54,8026.38,J,125
1.28,VS2,I,61.09999847,58,7417.6,J,201
0.73,SI2,F,59.29999924,57,2872.185,D,145
0.57,SI1,F,62.5,60,2494.7475,J,146
1.56,VS1,K,62,62,8493.03,J,74
1.09,SI2,F,61.79999924,61,6233.4375,D,11
1.03,SI2,G,56.5,,5411.23375,D,126
1.1,I1,H,,,2482.7,none,11
1.04,VS1,H,63.5,,6700.85,D,126
1.01,VS2,G,,,6191.805,D,117
1.05,SI1,G,58.29999924,,6725.25,D,126
1.52,SI1,H,60.59999847,,11358.2,D,126
2.11,SI2,F,62.29999924,57,17462.72925,D,126
2.34,VS2,G,61.59999847,59,28904.85,D,126
2.51,VS2,I,61.40000153,56,21515.78275,D,126
0.71,SI1,G,57.09999847,63,4114.45,J,181
0.79,VS2,G,65,56,4427.45625,J,181
1.01,VS1,I,61.59999847,59,6161,J,201
1.03,SI2,G,56.29999924,63,5827.4825,D,126
0.4,SI1,K,,,640.5,D,20
0.72,SI1,I,64.90000153,,2574.81,D,126
1.01,SI1,H,62,60,6555.304,J,225
1.04,VS1,E,66.90000153,,8350.29,D,126
0.83,SI1,G,59.09999847,65,4050.4,D,181
0.9,SI2,F,66.69999695,58,5249.8125,J,181
0.56,VS2,G,60.09999847,61,2521.008,J,146
1.28,VS2,H,59.69100189,62,8930.4,I,198
0.3,VS2,J,63.29999924,61,423.1875,E,135
1.15,SI1,H,59.00439835,69,7365.75,I,198
0.54,SI1,F,61,61,2161.6875,J,124
1.07,SI2,F,,,5955.8875,none,10
1.02,VS2,H,60.87639999,70,7116.4125,I,198
1,SI2,F,59.43399811,63,6405,I,198
0.32,VS1,I,,,649.04,D,20
1.38,SI2,H,61.73180008,58,7891.875,I,198
1.55,SI2,E,60.70000076,58,14182.5,J,24
1.18,SI2,D,62.70000076,61,8275.9005,J,161
1.65,VS2,I,61.32630157,59,12644.15625,I,198
1.51,VS1,E,61,55,19343.1,J,225
0.73,SI1,H,60.79999924,,3039.1725,D,126
1.11,I1,I,,,3351.645,none,11
0.31,VS1,F,63.90000153,58,969.1375,J,44
0.85,SI1,E,58.79999924,,4536.875,D,126
1.11,SI2,H,58.40000153,60,5907.6975,J,11
1.11,I1,H,,,2335.995,none,11
3.03,VS1,I,62,58,36226.68,J,225
1.01,SI1,G,58,59,6469.05,J,48
1.11,SI2,G,63.59999847,56,5797.66875,D,11
3.02,SI2,F,58.70000076,62,30396.3,J,125
1.08,SI2,F,58.90000153,62,6825.168,J,161
0.31,VS1,E,60.90000153,63,1040.05,J,44
1.52,SI2,I,61,58,10083.3,J,202
2.73,SI1,H,67.40000153,57,23605.6275,D,156
1.23,VS2,H,,,8009.4525,D,156
0.7,VS2,H,64,,3075.4675,D,126
2.26,VS1,G,60,59,32896.8425,J,125
0.32,VS1,E,57.70000076,62,1073.6,J,44
0.7,VS1,H,61.5,,3362.625,D,126
0.82,VS2,H,62.5,58,3876.55,D,7
1.05,VS2,F,61.29999924,61,9223.2,J,188
0.7,VS2,E,61.29999924,,3960.425,D,126
0.54,SI2,E,60.70000076,61,2093.337,J,146
0.9,VS1,H,58.90000153,,5380.2,D,126
1.58,VS1,G,59.20000076,59,17733.92,J,153
1.12,SI1,I,,,6063.4,none,10
0.91,SI1,H,61.70000076,,5129.124,D,156
0.52,VS2,D,60.09999847,,2553.46,D,126
1.62,SI1,F,62.09999847,58,16799.4,J,125
0.91,VS1,I,63.40000153,,4995.9,D,156
0.53,SI1,D,58.59999847,,2263.1,D,126
0.57,SI1,E,64.90000153,,2312.205,D,126
1.01,SI2,H,62,,5390.875,D,126
0.91,SI1,F,62.90000153,60,5828.55,D,156
1.52,VS2,J,60.59999847,61,10454.18,J,184
0.51,SI1,G,59.29999924,,1735.938,D,126
0.51,SI1,F,59.70000076,56,2123.2575,J,198
0.33,VS1,E,62.40000153,60,1107.15,J,44
0.31,VVS2,E,61.90000153,58,1134.6,J,44
1.52,VS2,G,59.5,60,16133.28,J,125
0.73,SI1,E,57,64,4174.6875,J,126
0.7,SI1,E,60.90000153,65,3789.625,J,126
0.32,SI2,H,65,61,439.2,G,135
0.34,SI2,H,56.90000153,63,440.725,E,135
0.73,SI2,E,61.5,57,3840.7125,D,100
3.03,VS1,J,,,20793.375,none,10
0.9,VS2,I,63.20000076,,4608.855,D,156
1.07,VS1,H,58.59999847,57,8041.264,J,161
1.01,VS2,H,60.59999847,62,6815.60625,J,126
1,SI2,G,60.90000153,63,6252.5,J,126
0.33,VVS2,E,62.79999924,58,1207.8,J,44
1.51,SI2,H,62.5,60,10362.375,J,125
0.9,SI2,H,65.5,,4227.3,D,156
1.5,VS2,K,61.90000153,59,8294.475,J,121
1.5,VS2,J,60.59999847,55,9687.5625,J,121
1.5,VS1,J,60.90000153,59,9817.95,J,121
1.76,VS1,H,60.90000153,60,18659.168,J,184
0.73,VS1,H,61.70000076,61,4202.51875,J,126
0.9,SI1,G,63,59,6183.1125,J,156
1.05,VS2,G,61.79999924,58,7686,J,192
2.33,SI1,G,61.20000076,62,27388.451,J,126
1.5,VVS2,H,60.20000076,59,14049.825,J,121
1.18,VS2,F,60,59,9717.3,J,121
0.9,VS1,F,63.79999924,58,7233.075,J,156
0.9,VS1,H,61.29999924,,5918.22,D,156
1.7,VVS2,H,58.90000153,64,17214.2,J,126
1.12,SI2,H,60.70000076,61,5337.5,D,11
3.02,SI2,E,62.5,59,31777.95,J,126
0.9,VS1,I,60.29999924,,4941,D,156
3.13,SI1,K,60.79999924,58,22911.6,J,126
2.01,VS1,I,59.70000076,58,20108.04,J,126
0.9,SI1,D,,,6382.125,D,156
2.01,VS1,J,61.59999847,58,15939.3,J,126
0.9,VS2,H,63.09999847,60,5558.625,D,156
1.5,VS1,I,63.70000076,62,12505.7625,J,126
1.37,I1,H,56.79999924,64,5484.28125,J,121
1.5,VS2,K,60.5,63,8235,J,126
0.9,VS2,G,61.90000153,58,5867.4375,D,156
0.9,SI1,E,62.79999924,55,6073.3125,D,156
1.01,VS1,H,65,56,6777.1,J,126
1.73,SI1,J,61.70000076,60,11436.81375,J,184
1.05,VS2,H,60.70000076,60,7618.7475,J,126
1.02,SI1,H,61.70000076,60,6707.316,J,126
1.14,SI1,K,56.5,60,5215.5,J,126
2,SI1,D,61.40000153,61,26681.4,J,126
0.9,VS1,H,62.09999847,54,5764.5,D,156
0.9,VVS2,I,63.09999847,56,5146.875,D,156
1.51,SI2,E,64.30000305,58,13471.0875,J,29
0.9,VS2,F,56.90000153,,6176.25,D,156
0.9,VS1,H,88,,5533.92,D,156
0.89,VS2,H,60.90000153,56,4377.13125,D,156
1.3,VS1,H,59.40000153,61,10277.28,J,121
1.53,SI2,H,63.40000153,57,10732.95,J,220
2,SI2,E,62.79999924,61,18446.4,J,126
0.81,SI2,I,,,2680.4925,D,156
0.81,SI2,E,60.40000153,,4261.6125,D,156
0.81,VVS2,H,60.20000076,59,4644.54,J,156
0.81,VS1,G,57.79999924,64,4941,J,156
0.8,SI1,H,60.79999924,,3568.5,D,156
0.8,VS1,E,57.59999847,,5124,D,156
0.8,VS1,H,62.20000076,61,4666.5,J,156
0.8,VVS2,H,63.29999924,,4415.18,D,156
2.06,VS2,H,61,58,23152.855,J,126
2,SI1,H,61,66,17787.6,J,126
2.01,VS1,J,60.70000076,61,15939.3,J,126
1.5,SI2,K,61.59999847,59,7491.5625,J,126
1.09,SI2,H,59.59999847,58,6649,J,126
1.06,SI1,I,62.09999847,61,5819.4,J,188
0.77,SI2,H,,,2959.11,D,156
0.77,VS1,I,61.70000076,,3522.75,D,156
1.06,SI1,H,59.09999847,61,7060.872,J,126
1,SI1,G,64.09999847,56,6938.75,J,126
1.07,SI2,H,59.90000153,58,6363.825,J,126
1.01,SI2,E,62.59999847,59,7085.15,J,126
1.25,SI1,H,60,64,9073.75,J,29
0.77,VS1,I,58.79999924,,3522.75,D,156
2.01,VVS2,K,59.29999924,62,14222.76,J,126
2.11,SI2,F,61.90000153,53,20851.02,J,163
2.03,SI1,F,58.29999924,60,25951.67225,J,126
2.13,SI1,G,62,59,25037.511,J,126
2.01,VVS2,I,64.19999695,59,18391.5,J,126
2.01,IF,I,61.90000153,59,21380.11875,J,163
2.15,VS1,K,62.59999847,59,14574.04375,J,126
1.5,VS1,F,60.59999847,62,18117,J,126
1.06,SI2,H,61.29999924,61,6061.875,J,188
1.5,VS2,G,60.59999847,64,15921,J,126
1.61,VS1,I,62.20000076,60,13381.1125,J,126
0.41,VVS2,G,,,1360.544,D,20
1.6,VS1,J,61.40000153,59,11463.12,J,126
1.16,VVS2,J,61.29999924,56,6934.48,J,126
1.01,SI1,I,58.79999924,59,5852.95,J,126
2.02,SI1,F,60.09999847,60,26134.962,J,126
1.65,VS2,K,62.90000153,59,8630.7375,J,74
2.01,SI1,F,60.20000076,61,25076.81025,J,126
0.82,SI1,F,56.59999847,62,4701.88,J,126
0.71,VS1,H,57.5,61,3751.72875,J,126
0.76,SI2,G,61.20000076,,3390.075,D,156
0.76,VS1,G,60.79999924,,4346.25,D,156
0.76,VVS2,I,62.20000076,,3650.85,D,156
1.53,VS2,I,62.09999847,59,12506.22,J,126
0.93,SI2,E,60,61,5864.46375,J,126
0.9,SI1,F,60.70000076,63,6073.3125,J,126
0.76,VVS2,G,60,60,4729.879,D,156
1.07,SI2,F,61,59,7218.862,J,126
0.76,SI1,F,62,,4085.475,D,156
3,VVS2,I,62,60,37341.15,J,126
2.43,SI2,D,62.09999847,55,27404.02125,J,126
2,SI1,F,62.29999924,62,23103.75,J,126
2.03,SI2,F,60.59999847,57,20812.72725,J,126
2,SI2,G,62.79999924,59,18775.8,J,126
2.31,VS1,G,60.90000153,59,34434.88125,J,126
2.14,VS1,H,62.09999847,59,25324.76,J,126
2.04,VS2,H,59.79999924,59,23214.282,J,126
2.03,VS1,J,61.20000076,58,16345.56,J,126
2.01,SI1,K,63.70000076,60,12414.2625,J,126
1.21,SI1,H,,,6273.85,none,150
0.76,SI1,I,62.09999847,,3042.375,D,156
0.75,SI1,H,61,,3345.46875,D,156
1.55,VS2,H,60.70000076,61,14537.0625,J,126
0.75,SI2,F,60,,3688.59375,D,156
1.51,VS2,H,61.90000153,61,13931.6375,J,126
1.25,VS1,J,59.70000076,55,7686,J,126
1,SI1,D,61.59999847,60,8553.725,J,126
1.09,SI2,E,59.09999847,62,7978.8,J,126
1.05,SI2,F,60.90000153,59,7083.93,J,126
1.16,I1,G,60.29999924,57,5395.45,J,126
1.05,SI2,G,60.79999924,57,6885.375,J,126
1.02,SI2,F,57.59999847,60,6688.65,J,126
1.02,VS1,I,60.70000076,60,6533.1,J,126
1,SI2,I,61.5,64,5049.275,J,126
0.72,VS2,F,58.90000153,57,4392,J,126
0.72,VS1,G,61.09999847,59,4282.2,J,126
1.5,SI1,H,61.79999924,61,13290.375,J,184
1,VS2,J,64.80000305,60,4138.85,J,74
0.72,SI2,D,58.5,59,4058.208,J,126
0.85,SI2,F,61.29999924,58,4549.8375,J,108
0.7,SI1,E,61.90000153,59,4270,J,126
0.77,VVS2,H,61.59999847,57,4359.99025,J,126
0.72,VS2,H,66.19999695,56,3352.194,J,126
0.72,VVS2,H,58.40000153,58,3973.662,J,126
0.6,VS2,F,60.90000153,56,3111,J,126
2.06,VS1,K,59.29999924,60,11997.3885,D,66
0.7,SI1,F,62.90000153,58,3863.2825,J,126
0.71,VS2,G,62.90000153,56,3969.3615,J,126
0.71,SI2,G,62.5,58,3335.95275,J,126
0.51,VS2,F,59.09999847,61,2488.8,J,126
0.7,VS1,G,64.90000153,56,3949.75,J,126
0.71,SI2,E,61.90000153,59,3884.907,J,126
0.72,SI1,F,61,56,4076.874,J,126
0.75,SI1,E,62.20000076,56,4575,J,126
0.9,SI1,F,61.90000153,57,6519.375,D,100
0.51,VS2,G,59.29999924,59,2216.5875,J,126
0.41,VVS2,F,,,1445.578,D,20
0.73,SI1,G,60.09999847,56,3829.58,J,126
0.75,VS2,F,62.20000076,56,4517.8125,J,126
0.7,VS1,D,65,58,4611.6,J,126
0.42,SI2,F,,,871.08,D,20
1,VS2,I,58.59999847,62,5366.475,J,74
0.8,VS1,F,,,4526.2,D,122
2.52,VVS2,E,63,56,49905.198,J,126
1.59,VS2,I,62.70000076,57,12972.4125,J,126
0.74,SI1,H,62.5,,3212.8395,D,156
3.02,VS1,D,62.70000076,57,79467.9025,J,126
1.06,SI2,H,62.20000076,58,6061.875,J,188
3.03,VS2,I,61.40000153,61,31051.44,J,126
3.23,VS1,K,62.5,56,27978.26,J,126
0.55,VS1,E,61,58,3301.32,J,146
2.09,VS2,D,59.59999847,59,34135.4475,J,126
2.05,VS2,F,60.40000153,58,30724.785,J,126
2.29,SI1,F,59.59999847,60,28811.0625,J,126
2.3,SI1,F,63.09999847,56,29403.3725,J,126
2.01,VS2,F,63.29999924,60,27587.25,J,126
2.01,SI2,E,63.09999847,56,20083.518,J,126
2.33,VS2,G,57.59999847,59,30700.08,J,126
2.01,VS2,G,60.29999924,61,27145.854,J,126
2.01,VS2,H,60.79999924,64,21763.275,J,126
1.06,SI1,G,62.90000153,54,7565.22,J,188
1.06,SI1,G,62.20000076,60,7565.22,J,188
1.06,VS2,G,62.29999924,60,8664.44,J,188
2.54,VS1,H,60.09999847,61,31185.5485,J,126
1.06,VS1,G,61.40000153,56,9092.8125,J,188
2.1,SI1,H,61,59,20492.7975,J,195
1.73,SI1,D,61.70000076,57,20855.36625,J,66
0.74,VVS2,H,58.79999924,,3977.9625,D,156
1.06,VS1,F,62.09999847,58,10086.96,J,188
0.74,VS1,G,60.59999847,,4231.875,D,156
2.01,VS1,H,57.90000153,60,23489.01075,J,126
0.73,SI1,D,,,4052.23,D,156
2.07,SI1,G,61.59999847,55,24038.65125,J,125
0.74,VS2,H,60.08580017,61,3154.1575,I,173
0.73,SI1,H,59.79999924,,3256.25625,D,156
1.56,SI2,I,61.20000076,62,10086.96,J,184
0.59,SI1,F,61.12649918,59,2046.93125,I,173
1.21,SI1,I,59.29999924,62,7085.76,J,184
2.22,VS2,H,62.70000076,57,25577.4525,J,125
0.91,SI1,G,66.44409943,55,5481.6125,A,2
1.64,SI2,E,63.20000076,54,15381.15,J,125
0.73,VS2,G,62.90000153,,3819.56075,D,156
3.12,VS1,J,62.59999847,58,29285.49,J,125
0.73,SI1,I,61,,2922.28125,D,156
0.73,VVS2,H,61.40000153,,3924.20625,D,156
2.3,SI1,E,58.90000153,58,30567.8625,J,125
1.07,VS1,I,58.79999924,61,6730.96875,J,188
0.73,VS1,G,60,,4174.6875,D,156
0.73,VVS2,H,62.5,,3924.20625,D,156
1.01,SI2,F,60.5,63,4235.6875,D,45
1.2,SI1,J,60,59,6496.5,J,45
0.73,VS2,H,59,,3446.622,D,156
0.72,SI1,H,63,,3211.65,D,156
0.72,SI1,H,62.79999924,,3126.006,D,156
0.72,SI1,H,60.90000153,,3211.65,D,156
0.72,SI2,G,59.90000153,,3211.65,D,156
1.58,SI1,F,59.90000153,60,16384.6,J,153
1.25,SI1,G,60,61,9245.3125,J,45
1.05,VS1,I,61,59,7045.5,J,45
1.56,VVS2,I,60.09999847,60,14095.575,J,45
0.72,SI1,E,,,3843,D,156
1.17,VS2,J,62.09999847,57,6557.11875,J,45
2.03,VS2,E,61.40000153,56,30183.5625,J,45
0.71,SI2,D,63.79999924,,3897.9,D,156
0.71,SI2,G,65.30000305,,2955.9075,D,156
0.71,VS2,H,62,,3398.75225,D,156
0.52,IF,F,60.59999847,56,3489.2,J,45
1.01,VS2,F,59,59,8894.94375,J,45
1.22,SI1,H,62.70000076,58,8372.25,J,45
1.15,VS1,I,64.90000153,56,6629.175,I,198
1.22,SI2,F,,,6697.8,D,45
1,SI2,F,,,5566.25,D,45
1.04,SI2,I,62.79999924,61,5046.652,J,161
0.71,SI1,H,,,2955.9075,D,156
1,SI1,D,,,5871.25,D,45
1,SI2,D,,,5566.25,D,45
2.01,VS2,H,61.20000076,61,22315.02,J,126
1.03,SI1,E,,,5890.3125,D,45
2,SI2,H,58.59999847,58,15555,J,187
1.73,VS1,I,58.70000076,59,15359.8915,J,187
1.2,IF,E,59.79999924,58,16129.62,J,187
1.04,SI1,G,60.79999924,60,7137,I,198
1.08,VS1,H,58.20000076,59,7905.6,J,187
1.01,SI1,G,58.09999847,59,6931.125,J,187
2.01,VS2,H,61.59999847,59,22866.765,J,126
0.71,SI1,G,59.70000076,,3491.86875,D,156
0.91,SI2,F,63.90000153,58,5449.69425,J,184
1.02,SI1,H,63.11669922,59,6533.1,I,198
2.51,SI2,I,63.70000076,58,18373.2,J,126
2.27,SI1,K,61,59,13847,J,168
1.85,VS2,I,61.70000076,58,14811.5625,J,168
1.19,VVS2,H,,,8384.145,D,198
3.24,VS2,K,62,56,23469.75,J,168
3.02,VS2,J,60.09999847,61,26481.625,J,168
0.71,VS2,H,59.09999847,,3491.86875,D,156
0.71,VS2,H,60.59999847,,3491.86875,D,156
1.14,SI1,H,,,6693.225,D,198
2.11,I1,I,61.40000153,60,11342.56875,J,126
2,I1,I,60.09999847,64,10522.5,J,126
2.2,VS1,I,63.09999847,58,21472,J,126
2.03,VS2,I,59.59999847,60,19069.82,J,126
0.71,VS2,D,59.59999847,61,4547.55,D,156
0.71,SI1,H,65.19999695,61,3167.04375,J,156
1.21,SI1,I,59.09999847,61,6642.9,J,168
1.15,SI2,H,,,5787.375,none,10
0.72,VS2,H,60.09999847,58,3843,J,168
2.04,SI1,G,58.90000153,57,23979.588,J,29
0.75,SI1,E,62.70000076,56,4460.625,J,108
1.05,IF,E,,,13290.375,J,122
0.71,VVS2,I,63.90000153,,3410.6625,D,156
0.71,VVS2,H,59.40000153,,3816.69375,D,156
0.71,VS2,G,,,3562.2475,D,156
0.71,SI1,F,,,3562.2475,D,156
2.53,VS2,J,62.90000153,56,19931.7195,J,126
0.71,SI1,E,63,,4060.3125,D,156
2.09,VS2,J,62.29999924,58,16063.74,J,126
1.07,SI2,G,58.90000153,56,6918.62,J,184
1.04,SI1,I,59.20000076,59,6090.24,J,184
1.06,SI2,F,62,56,6789.3,J,184
1.01,SI2,G,62.20000076,62,6367.3935,J,184
0.71,SI1,E,57.20000076,,4060.3125,D,156
0.71,SI1,I,63.09999847,,2728.53,D,156
0.51,VS1,F,,,2099.925,D,20
1.23,VS1,I,59.29999924,61,7737.46875,J,164
0.53,SI2,J,,,1131.55,none,20
1.01,SI1,E,59.70000076,59,8132.52,J,198
0.93,SI1,H,60.90000153,63,5446.08,J,184
0.7,SI2,H,62,,2882.25,D,156
3.01,SI2,F,60.5,63,30295.65,D,184
2,VS2,K,62.5,59,13420,J,126
2.41,VS1,I,59.90000153,60,24109.64,J,163
0.7,SI1,H,61.20000076,,3122.4375,D,156
0.7,SI1,H,59.29999924,,3122.4375,D,156
0.7,SI2,G,63.20000076,,3039.1725,D,156
0.7,SI1,H,61.40000153,,3122.4375,D,156
0.9,IF,H,58.20000076,62,6958.575,J,184
0.7,VS2,G,60.29999924,,3512.075,D,156
0.49,VS2,I,,,1718.675,none,10
0.7,SI2,F,65.5,,3304.98,D,156
1.01,SI2,I,62.29999924,60,5033.537,J,161
0.9,SI1,H,65.09999847,58,4809.24,J,184
2.27,VS2,K,60.90000153,59,14850.9075,J,126
0.9,SI2,F,64.59999847,57,5109.8175,J,184
2.05,VS2,K,61.20000076,57,14099.3875,J,126
0.7,SI1,I,62.40000153,,2802.1875,D,156
0.7,VS1,H,57.29999924,,3602.8125,D,156
0.9,SI2,I,64.40000153,61,3746.925,J,184
2.02,SI2,E,59.20000076,63,18113.34,D,66
0.7,VVS2,G,,,3960.425,D,156
0.7,SI1,E,62,,4003.125,D,156
0.7,SI1,D,54.5,,4163.25,D,156
0.7,VS2,I,59.29999924,,3042.375,D,156
0.7,VS1,F,64.59999847,62,3960.425,D,156
0.7,VS2,E,63.20000076,,4243.3125,D,156
0.7,VS1,G,74,,3843,D,156
3.41,VS1,H,58,62,49891.1985,J,223
1.74,I1,F,60,61,9950.625,J,126
1.2,VS2,J,60.5,62,5892.6,J,74
1.57,VVS2,D,61.59999847,58,25235.395,J,126
0.69,VS1,H,59.5,,2762.15625,D,156
1,VS1,J,65,62,4172.4,J,74
1.17,VS2,J,63,60,5581.134,J,74
1.7,SI1,F,62.79999924,58,18510.45,J,126
1.04,VS1,J,65.09999847,59,4263.168,J,74
1.51,VS1,J,60.5,63,9349.165,J,74
0.9,VS2,F,58.29999924,65,6011.55,J,161
1.08,SI1,I,57.90000153,61,6168.015,J,188
0.68,SI1,D,61.90000153,,3111,D,156
0.9,VS2,F,62.79999924,60,6258.6,J,161
1.63,VS1,K,62.40000153,60,8874.1275,J,74
0.67,SI1,H,61,,2145.675,D,156
0.86,VVS2,H,59.29999924,59,4931.24,J,161
0.66,SI2,F,59.79999924,,2043.195,D,156
1.08,VS1,I,61.70000076,60,6793.875,J,188
0.66,SI2,G,63.29999924,,1831.83,D,156
0.64,SI1,G,57,,2269.2,D,156
1,SI2,I,,,4270,none,10
0.64,SI1,F,60.5,,2562,D,156
0.63,SI1,F,,,2454.71625,D,156
1.08,SI2,H,61.59999847,57,6423.3,J,188
1.18,SI1,H,60.18989944,64,6550.18,I,169
0.63,SI1,H,65.40000153,,1883.07,D,156
0.92,SI1,F,63.70000076,57,6678.28,J,184
1.08,SI1,H,62.40000153,58,7098.57,J,188
0.62,SI2,G,61.90000153,,1843.725,D,156
1,VS1,I,58.90000153,64,5703.5,J,74
0.62,SI1,D,58,61,2836.5,D,156
1.51,SI2,F,63.20000076,59,12895.4,J,126
0.54,VS2,F,58.70000076,62,2768.607,J,146
3.33,VS2,J,57.79999924,60,30814.821,J,223
0.61,SI1,F,63.09999847,,2376.78875,D,156
1.57,SI1,H,62.59999847,53,13407.8,J,153
0.97,IF,K,60.09999847,62,4903.71375,J,184
1,SI1,F,61.5,62,7129.375,D,224
1.64,VS1,G,61.59999847,56,19327.728,J,126
0.7,IF,H,59.90000153,58,4787.7375,J,224
1.08,SI1,H,61.09999847,61,7098.57,J,188
0.61,SI2,F,55.20000076,,2023.29375,D,156
1.03,SI2,H,,,5104.9375,none,10
1.01,SI2,I,,,4928.8,none,10
0.61,SI1,H,60.70000076,,2105.15575,D,156
0.7,VS1,F,61.5,58,4809.0875,J,224
1.54,IF,I,61.59999847,64,14290.6225,J,224
0.61,SI1,G,61.59999847,,2162.83125,D,156
0.73,IF,G,61.70000076,57,5772.20125,J,224
0.61,VS2,G,60.79999924,,2344.23,D,156
0.61,SI1,F,58.79999924,,2441.90625,D,156
0.61,VS2,H,61.40000153,,2162.83125,D,156
2.07,SI1,H,61.09999847,55,23012.7075,J,184
1.55,SI2,G,59.40000153,61,10755.0625,J,74
0.61,SI2,D,61.70000076,,2302.36875,D,156
2,VS2,F,60.59999847,53,29630.75,J,224
0.72,VVS2,G,61.79999924,57,4946.49,J,224
0.6,VS1,H,59.70000076,,2401.875,D,156
0.6,VS2,D,57.20000076,,3156.75,D,156
0.8,SI2,F,61.70000076,61,3934.5,J,184
0.6,SI1,E,53.20000076,,2433.9,D,156
0.6,SI1,G,60.40000153,,2127.375,D,156
0.59,SI1,G,61.59999847,,2091.91875,D,156
0.59,SI1,G,62.29999924,,2091.91875,D,156
0.7,VVS2,D,62.5,58,5364.1875,J,124
0.72,SI2,F,59,62,3635.478,J,184
0.59,SI1,D,62.29999924,,2699.25,D,156
0.59,VS2,F,,,2766.73125,D,156
0.58,SI1,G,60,,2056.4625,D,156
0.58,SI1,H,58.40000153,,1733.62,D,156
0.7,VS1,H,59.79999924,63,3602.8125,J,29
0.58,SI1,G,58.5,,1919.365,D,156
0.57,SI1,F,60.70000076,,2281.78125,D,156
0.57,SI1,I,59,,1564.65,D,156
0.57,SI1,H,,,1825.425,D,156
0.57,SI2,F,,,1890.61875,D,156
0.57,VVS2,E,61,,3191.886,D,156
0.57,VVS2,D,57.29999924,,3716.04375,D,156
0.56,SI1,G,61.59999847,,1985.55,D,156
0.56,SI1,H,61.59999847,,1793.4,D,156
0.56,SI1,H,61.29999924,,1793.4,D,156
0.56,SI2,G,60.09999847,,1665.3,D,156
0.56,SI1,I,62.90000153,,1537.2,D,156
0.56,SI1,G,56.79999924,,1985.55,D,156
0.55,VS2,E,,,2642.0625,D,156
0.54,SI1,F,60.09999847,,2161.6875,D,156
0.54,SI1,H,59.90000153,,1729.35,D,156
0.54,SI1,G,60.79999924,,1914.6375,D,156
0.54,SI1,F,60,,2017.575,D,156
0.54,SI1,G,61.79999924,,1786.995,D,156
1.54,SI2,I,61.59999847,61,10086.8075,J,224
0.54,VS2,I,61,,1605.825,D,156
0.54,SI1,G,59.09999847,,1914.6375,D,156
1.7,SI1,E,60.29999924,56,22399.2,J,224
1.15,SI1,H,60.5,57,6453.8,D,11
0.74,IF,G,61.59999847,57,5851.2725,J,224
2.16,VS2,K,60.79999924,60,14131.26,J,224
0.54,SI1,G,,,1914.6375,D,156
0.54,SI1,E,58,,2346.975,D,156
1.51,VVS2,I,61.90000153,59,13804.98625,J,224
0.7,VS1,E,60.70000076,58,4963.875,J,224
0.7,VS1,E,60.90000153,58,5081.3,J,224
0.5,IF,G,55,61,2527.6875,J,163
1.08,VS2,E,60,60,9264.375,J,163
0.72,VS2,E,61.79999924,57,4946.49,J,224
0.72,VS2,D,60.09999847,58,5226.48,J,224
0.7,VS2,E,62.09999847,56,4809.0875,J,224
1.6,VS1,G,60.79999924,60,19080.8,J,126
0.7,VS1,E,61.5,57,5081.3,J,224
1.5,IF,I,59.90000153,61,13919.4375,J,224
0.54,VS2,E,61.5,57,3149.8875,J,146
2.06,IF,G,61.90000153,57,36692.72,J,29
0.4,VS2,F,62.29999924,55,1503.04,K,77
0.82,SI2,F,58.40000153,59,4301.72,J,184
2.03,SI1,G,61,60,23280.04,J,163
2.14,IF,I,61.40000153,60,22155.9015,J,163
1.06,VS1,F,58.70000076,58,9456.525,J,163
1.03,VVS2,G,60.59999847,59,12094.775,J,163
0.73,VS1,E,61.40000153,57,5299.07,J,224
1.08,SI2,H,61.40000153,56,6176.25,J,163
0.61,SI1,G,62.90000153,56,2451.20875,J,146
0.71,VS1,D,61.5,60,5262.165,J,224
1.77,IF,H,59.5,60,19434.6,J,114
3.03,SI1,I,61.5,61,27724.5,J,114
0.96,SI1,F,58.5,62,6551.4,J,114
0.33,SI1,H,63,64,503.25,E,135
0.71,VS1,D,61.20000076,58,5522.025,J,224
0.32,SI1,H,61.5,57,585.6,E,135
0.37,SI1,H,61.5,59,705.3125,E,135
0.3,SI2,G,59.90000153,66,480.375,E,135
0.3,SI1,G,65.80000305,62,549,E,135
0.3,SI2,F,62.59999847,70,457.5,G,135
0.7,VS2,I,,,3095.75,D,113
0.7,VS1,G,,,3896.375,D,113
0.7,VS1,G,,,3736.25,D,113
0.7,SI2,E,,,3202.5,D,113
0.7,VVS2,J,,,2775.5,D,113
1.03,SI2,H,60.29999924,62,6125.925,J,184
0.92,SI2,D,60.29999924,61,5787.375,J,184
0.82,VS2,G,58,61,4701.88,J,184
1.51,VS2,G,59.5,59,17028.83625,J,126
1.55,I1,E,62.59999847,57,9024.7975,J,184
1.19,SI1,H,59,60,8333.332,J,184
0.7,SI1,H,,,3042.375,D,113
2.6,I1,H,56.09999847,62,11498.5,D,209
1.19,VS2,I,61.40000153,62,7404.18,J,184
